RecipeManagementType,1003,ObjectType
RecurrentPrognosisType,1004,ObjectType
TTDResultReadyEventType,1006,ObjectType
TTDResultManagementType,1007,ObjectType
JobStatisticsType,1009,ObjectType
TextileTestingDeviceType,1010,ObjectType
MachineStatisticsType,1012,ObjectType
TTDResultType,2003,VariableType
RecipeIdDataType,3003,DataType
ExchangeablePartDataType,3006,DataType
OptionalModuleDataType,3009,DataType
StatisticResultContentDataType,3012,DataType
StatisticResultContentWithUnitsDataType,3015,DataType
RecipeDataType,3018,DataType
TTDResultMetaDataType,3022,DataType
JobOrderDataType,3025,DataType
TestNumDataType,3028,DataType
SampleInfoDataType,3031,DataType
TestProcedureIdDataType,3034,DataType
TextileTestingDeviceType_MachineryBuildingBlocks_MachineryOperationMode,5001,Object
RecipeIdDataType_Encoding_DefaultBinary,5002,Object
RecipeIdDataType_Encoding_DefaultXml,5003,Object
RecipeIdDataType_Encoding_DefaultJson,5004,Object
ExchangeablePartDataType_Encoding_DefaultBinary,5005,Object
ExchangeablePartDataType_Encoding_DefaultXml,5006,Object
ExchangeablePartDataType_Encoding_DefaultJson,5007,Object
OptionalModuleDataType_Encoding_DefaultBinary,5008,Object
OptionalModuleDataType_Encoding_DefaultXml,5009,Object
OptionalModuleDataType_Encoding_DefaultJson,5010,Object
StatisticResultContentDataType_Encoding_DefaultBinary,5011,Object
StatisticResultContentDataType_Encoding_DefaultXml,5012,Object
StatisticResultContentDataType_Encoding_DefaultJson,5013,Object
StatisticResultContentWithUnitsDataType_Encoding_DefaultBinary,5014,Object
StatisticResultContentWithUnitsDataType_Encoding_DefaultXml,5015,Object
StatisticResultContentWithUnitsDataType_Encoding_DefaultJson,5016,Object
RecipeDataType_Encoding_DefaultBinary,5017,Object
RecipeDataType_Encoding_DefaultXml,5018,Object
RecipeDataType_Encoding_DefaultJson,5019,Object
TTDResultMetaDataType_Encoding_DefaultBinary,5020,Object
TTDResultMetaDataType_Encoding_DefaultXml,5021,Object
TTDResultMetaDataType_Encoding_DefaultJson,5022,Object
JobOrderDataType_Encoding_DefaultBinary,5023,Object
JobOrderDataType_Encoding_DefaultXml,5024,Object
JobOrderDataType_Encoding_DefaultJson,5025,Object
TestNumDataType_Encoding_DefaultBinary,5026,Object
TestNumDataType_Encoding_DefaultXml,5027,Object
TestNumDataType_Encoding_DefaultJson,5028,Object
SampleInfoDataType_Encoding_DefaultBinary,5029,Object
SampleInfoDataType_Encoding_DefaultXml,5030,Object
SampleInfoDataType_Encoding_DefaultJson,5031,Object
TestProcedureIdDataType_Encoding_DefaultBinary,5032,Object
TestProcedureIdDataType_Encoding_DefaultXml,5033,Object
TestProcedureIdDataType_Encoding_DefaultJson,5034,Object
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement,5035,Object
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl,5036,Object
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderResults,5037,Object
TextileTestingDeviceType_MachineryBuildingBlocks_ResultManagement,5041,Object
TTDResultManagementType_Results,5042,Object
TTDResultManagementType_ResultTransfer,5043,Object
TextileTestingDeviceType_Identification,5044,Object
TextileTestingDeviceType_MachineryBuildingBlocks,5045,Object
TextileTestingDeviceType_MachineryBuildingBlocks_ResultManagement_Results,5046,Object
TextileTestingDeviceType_MachineryBuildingBlocks_ResultManagement_ResultTransfer,5047,Object
TextileTestingDeviceType_MachineStatistics,5049,Object
TextileTestingDeviceType_Notification,5050,Object
TextileTestingDeviceType_RecipeManagement,5051,Object
Server_Namespaces_http___opcfoundation_org_UA_TTD_,5054,Object
TextileTestingDeviceType_MachineryBuildingBlocks_MachineryItemState,5055,Object
TextileTestingDeviceType_MachineryBuildingBlocks_MachineryOperationMode_CurrentState,6001,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_CurrentState,6002,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_CurrentState_Id,6003,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_EquipmentID,6004,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_JobOrderList,6005,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_MaterialClassID,6006,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_MaterialDefinitionID,6007,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_MaxDownloadableJobOrders,6008,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_PersonnelID,6009,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_PhysicalAssetID,6010,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderControl_WorkMaster,6011,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderResults_RequestJobResponseByJobOrderID_InputArguments,6012,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderResults_RequestJobResponseByJobOrderID_OutputArguments,6013,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderResults_RequestJobResponseByJobOrderState_InputArguments,6014,Variable
TextileTestingDeviceType_MachineryBuildingBlocks_JobManagement_JobOrderResults_RequestJobResponseByJobOrderState_OutputArguments,6015,Variable
RecipeManagementType_RecipeIds,6016,Variable
TextileTestingDeviceType_RecipeManagement_RecipeIds,6017,Variable
